Sale_ID,Store_ID,Product_ID,Customer_ID,Staff_ID,Quantity,Unit_Price,Sale_Date,Sales_Channel,Customer_Name,Age,Gender,City,Purchase_Channel,Total_Purchases,Product_Name,Category,Color,Description,Size,Price,Acquisition_Cost,Recency,Frequency,Monetary,YearMonth
13874,2,765,141,350,9,179.06,2021-12-28 15:57:50,Física,Kyara Esteves,21,F,Santa Cruz da Graciosa,Online,323.16,Nesciunt,Calçado,Azul,Quos a laudantium eveniet officiis.,35,93.97,43.26,140,21,444930.17,2021-12
13875,2,850,968,92,55,492.74,2017-06-04 17:14:08,Física,Pilar Almeida-Vaz,66,M,Braga,Física,424.38,Ab,Calçado,Azul,Optio id minima ea.,42,59.7,47.11,267,18,386555.67,2017-06
13876,1,303,227,443,9,535.64,2023-04-30 01:54:35,Física,Mafalda Nascimento,58,M,Funchal,Online,515.01,Doloribus,Calçado,Cinzento,Tenetur est iure voluptatem maxime dolores.,44,29.75,34.02,394,27,871973.05,2023-04
13877,1,1000,702,14,95,565.18,2021-07-01 20:13:31,Física,Mara Sá,36,F,Nelas,Física,243.35,Repudiandae,Roupas,Laranja,Maiores dolor minus dolores laboriosam odit ipsum.,L,21.54,15.69,340,16,470541.09,2021-07
13878,2,456,100,85,22,944.84,2020-05-15 13:37:05,Física,Leonardo Mota,70,F,Coruche,Física,955.02,Possimus,Calçado,Laranja,Blanditiis quod quae ipsa ad.,38,21.96,15.88,127,27,725376.04,2020-05
13879,1,407,63,31,11,138.56,2020-04-13 18:08:57,Online,Erika do Borges,20,F,Vila Franca do Campo,Online,812.69,Magni,Calçado,Azul,Architecto ipsum incidunt unde reprehenderit nesciunt delectus.,35,48.64,12.95,8,23,491291.98000000004,2020-04
13880,1,877,311,4,61,165.03,2017-11-10 05:54:06,Física,Rafael Ferreira,40,M,Alcoutim,Online,590.5,Ut,Calçado,Azul,Numquam labore odio temporibus.,43,70.98,42.28,82,21,435843.71,2017-11
13881,3,840,96,341,63,281.09,2020-08-20 11:56:24,Física,Kévim Macedo,67,M,Mora,Física,585.35,Beatae,Calçado,Amarelo,Atque laboriosam quod aperiam eligendi.,41,21.0,24.55,431,17,543092.1,2020-08
13882,3,454,661,95,72,717.29,2019-11-20 17:42:55,Online,Joana Soares,68,F,Santa Cruz da Graciosa,Online,813.17,Hic,Calçado,Preto,Libero consequatur cum.,35,44.53,38.07,25,22,813844.6599999999,2019-11
13883,5,846,435,325,4,206.95,2020-09-07 16:50:00,Física,Francisca Gaspar,21,F,Velas,Online,698.36,Aut,Calçado,Verde,Veniam possimus veritatis dignissimos repellat porro.,43,64.85,19.46,308,28,648493.31,2020-09
13884,1,143,985,172,30,859.69,2017-08-03 15:43:37,Física,Mário Loureiro,70,F,Portimão,Online,759.91,Laboriosam,Roupas,Laranja,Quo nesciunt eligendi ad ducimus.,XS,60.37,21.52,49,29,748453.27,2017-08
13885,1,497,240,331,54,792.17,2017-12-09 00:04:50,Online,Filipa Santos,44,M,Lagos,Online,912.07,Ad,Roupas,Vermelho,Rem beatae amet corrupti dicta inventore.,S,99.25,29.7,392,17,400091.05,2017-12
13886,3,847,688,414,47,619.99,2018-06-23 22:32:56,Física,Sandro Branco,29,M,Leiria,Física,886.37,Sapiente,Roupas,Laranja,Eligendi esse eos ut eius.,M,94.67,49.72,189,20,657887.86,2018-06
13887,3,38,560,486,74,104.95,2020-11-29 17:19:26,Online,Vitória-Constança Castro,49,F,Terras de Bouro,Física,734.66,Harum,Roupas,Laranja,Culpa reprehenderit exercitationem cupiditate voluptatibus eligendi ea mollitia.,XS,63.0,20.96,315,21,534311.86,2020-11
13888,4,340,580,479,65,437.2,2020-10-05 21:42:59,Física,Leonor de Barros,32,M,Melgaço,Online,388.7,Debitis,Roupas,Amarelo,Est exercitationem iste placeat aliquid.,M,40.68,35.26,80,26,831830.92,2020-10
13889,2,894,186,264,93,913.42,2017-03-23 21:15:30,Física,Constança Borges,31,M,Braga,Física,785.01,Molestias,Roupas,Cinzento,Qui dignissimos fuga nemo ipsum.,XS,46.26,21.91,119,23,683102.99,2017-03
13890,1,459,338,142,62,806.93,2017-06-18 15:11:10,Online,Lourenço Castro,25,F,Mondim de Basto,Online,910.57,Tenetur,Roupas,Verde,Temporibus quae itaque in hic voluptate officiis.,L,21.65,17.43,89,25,720847.9,2017-06
13891,4,825,70,409,31,174.72,2020-09-21 15:33:49,Física,César Batista,23,F,Sintra,Física,814.55,Assumenda,Roupas,Amarelo,Harum quos sint ea.,XS,21.17,12.33,3,22,570859.87,2020-09
13892,1,1000,115,125,27,214.66,2016-08-26 15:08:52,Online,Joaquim Fonseca,39,M,Penacova,Online,737.12,Repudiandae,Roupas,Laranja,Maiores dolor minus dolores laboriosam odit ipsum.,L,21.54,15.69,95,23,555658.73,2016-08
13893,5,368,364,450,9,155.04,2020-06-22 20:31:58,Online,Madalena Neto,60,M,Cuba,Online,627.08,Nobis,Calçado,Branco,Modi rem explicabo nobis.,37,63.7,35.3,103,21,501165.33,2020-06
13894,2,376,170,187,30,605.51,2016-09-16 12:05:09,Física,Kévim Campos,62,M,Barreiro,Física,517.39,Officiis,Calçado,Vermelho,Ab voluptatum nostrum illum impedit.,39,47.24,15.45,31,22,687963.6399999999,2016-09
13895,4,964,861,497,98,849.88,2014-07-25 04:39:06,Online,Valentina da Correia,24,F,Silves,Física,407.67,Culpa,Roupas,Laranja,Similique laudantium voluptatum veritatis.,S,79.59,48.54,173,23,574652.09,2014-07
13896,3,232,792,401,35,631.34,2021-09-04 08:36:27,Online,Emma Ferreira,52,M,Vale de Cambra,Online,670.44,Aliquid,Roupas,Vermelho,Ab laudantium voluptates non ratione.,XS,41.4,43.85,195,23,636528.03,2021-09
13897,5,14,824,120,17,216.85,2018-09-08 03:24:35,Física,Bruna Campos,58,F,Lagos,Online,358.79,Exercitationem,Calçado,Branco,Laboriosam voluptatem optio pariatur.,37,65.64,17.19,6,26,673380.29,2018-09
13898,2,284,557,344,25,61.69,2017-11-09 20:57:35,Física,Rafaela Oliveira,27,F,Braga,Online,846.59,Dolores,Calçado,Rosa,At praesentium rem saepe perspiciatis ab.,40,26.11,49.79,339,18,443374.78,2017-11
13899,5,233,704,439,26,560.75,2016-12-06 22:39:33,Online,Vera Fernandes,21,F,Faro,Física,820.24,Omnis,Roupas,Preto,Aperiam nesciunt quibusdam expedita ab quasi placeat.,XL,83.67,34.85,316,21,569296.83,2016-12
13900,4,447,648,442,79,672.62,2022-05-08 16:42:14,Online,Marco Costa,64,F,Espinho,Online,965.66,Rem,Calçado,Cinzento,Consequatur illo reiciendis esse.,41,83.96,13.98,25,26,762118.23,2022-05
13901,2,380,670,474,90,329.09,2018-02-25 15:19:53,Física,Sandro Melo-Melo,33,F,Maia,Online,735.31,Quibusdam,Roupas,Laranja,Quia facere praesentium fugiat accusamus.,XXL,45.45,40.72,263,28,808447.54,2018-02
13902,2,797,187,279,51,299.03,2015-01-09 15:09:34,Online,Paulo Esteves-Esteves,18,F,Lamego,Online,274.22,Hic,Roupas,Amarelo,Aspernatur ullam nulla possimus odio occaecati aut inventore.,L,74.25,42.34,3,26,680063.74,2015-01
13903,2,614,644,167,84,904.99,2017-11-01 08:34:50,Física,Guilherme Azevedo,58,F,Paredes,Física,702.48,Fugiat,Roupas,Preto,Animi recusandae libero nemo incidunt occaecati vel.,XS,20.73,33.46,17,22,687929.5700000001,2017-11
13904,1,516,820,363,75,930.55,2020-06-28 01:10:18,Online,Mariana Vieira,64,M,Santiago do Cacém,Física,653.59,Est,Calçado,Roxo,Consequuntur ad fugiat illo maxime voluptatem.,36,53.97,29.05,381,14,389510.99,2020-06
13905,2,257,625,44,89,549.38,2016-11-30 16:06:48,Online,Sofia do Paiva,52,F,Santa Cruz das Flores,Física,963.4,Quaerat,Roupas,Cinzento,Culpa provident non id optio.,L,53.05,42.14,104,22,591621.02,2016-11
13906,1,932,951,440,80,654.05,2015-01-21 13:31:46,Online,Bárbara-Lia Sá,40,M,Amarante,Online,226.95,Accusamus,Calçado,Azul,Commodi quibusdam odio ipsam.,43,64.05,17.02,93,22,475327.27999999997,2015-01
13907,1,102,233,317,61,363.12,2016-09-23 11:50:01,Online,Ângelo Nogueira,32,M,São Brás de Alportel,Online,508.05,Ad,Calçado,Laranja,Aut nobis perspiciatis quod.,40,76.15,19.95,137,21,445484.42,2016-09
13908,1,207,350,77,33,593.3,2021-11-17 14:42:27,Física,Eva Figueiredo,46,M,Redondo,Física,931.24,Dolorum,Calçado,Verde,Iusto minus natus reprehenderit numquam facere nemo.,39,58.58,25.32,185,20,461922.66000000003,2021-11
13909,5,803,640,170,81,141.85,2014-04-27 19:53:08,Online,Frederico de Neves,70,F,Lajes do Pico,Online,283.87,Nihil,Calçado,Branco,Eum dicta quos laboriosam.,45,80.83,34.65,324,16,320114.47,2014-04
13910,1,855,18,421,9,720.17,2021-01-26 16:16:21,Online,Fernando Marques,24,F,Barreiro,Física,549.2,Accusantium,Roupas,Rosa,Maiores ducimus eligendi quibusdam.,S,33.7,17.65,396,25,424255.14,2021-01
13911,5,66,646,362,56,170.76,2022-01-22 17:32:00,Física,Luana Morais-Marques,26,M,Horta,Online,725.6,Cumque,Calçado,Preto,Quasi nulla ut ipsam sed blanditiis.,36,23.93,44.84,265,29,1005450.31,2022-01
13912,3,126,572,291,30,670.08,2022-11-14 03:06:02,Online,Núria Amaral,20,F,Vagos,Física,488.06,Beatae,Calçado,Roxo,Voluptatibus adipisci inventore possimus in.,39,22.12,20.97,571,19,414568.18,2022-11
13913,3,240,909,86,83,163.04,2024-02-04 00:17:02,Online,Kévim Magalhães,24,M,Loulé,Física,149.09,Ipsum,Calçado,Vermelho,Repellat autem sint.,43,73.02,13.02,20,21,450868.87,2024-02
13914,1,49,402,352,61,881.92,2023-07-20 05:55:12,Física,Filipa Marques,49,M,Cascais,Online,642.32,Esse,Roupas,Amarelo,Quisquam sunt corrupti quia nam unde aut.,XS,60.69,32.91,32,18,381236.70999999996,2023-07
13915,3,663,828,493,57,392.02,2017-09-01 18:19:21,Online,Naiara-Valentina Antunes,24,M,Lagoa,Física,703.32,At,Roupas,Verde,Dicta dolorem rem qui totam doloremque harum voluptates.,S,90.33,48.76,176,19,487800.94,2017-09
13916,1,420,100,185,87,356.9,2022-04-25 22:51:08,Física,Leonardo Mota,70,F,Coruche,Física,955.02,Illum,Calçado,Azul,Perferendis animi sed porro veniam ipsum laborum.,44,22.07,32.52,127,27,725376.04,2022-04
13917,2,491,595,89,65,966.81,2022-02-15 11:17:37,Online,Kevin Garcia,64,M,Beja,Física,580.32,Modi,Roupas,Laranja,Inventore cumque autem pariatur sed.,S,50.25,11.95,327,16,582724.59,2022-02
13918,2,987,472,140,63,413.42,2014-08-21 04:34:32,Online,Leonor Pinho,39,M,Ponta Delgada,Online,567.64,Odio,Roupas,Verde,Molestiae enim consectetur aliquid.,M,90.18,43.53,1206,17,366578.6,2014-08
13919,1,84,344,134,48,5.71,2019-10-22 04:41:48,Física,Vítor Andrade,66,F,Marco de Canaveses,Física,714.7,Distinctio,Calçado,Rosa,Quidem ipsum delectus labore.,44,42.68,30.71,183,16,403975.42,2019-10
13920,2,437,730,91,51,674.1,2023-12-25 21:07:27,Online,Gil Lopes,18,M,Alenquer,Física,533.31,Sint,Calçado,Cinzento,Omnis sint maxime nobis optio.,38,83.14,24.51,372,21,670940.17,2023-12
13921,5,45,6,222,19,125.84,2015-07-18 02:50:03,Física,Mauro Garcia,65,M,Angra do Heroísmo,Física,357.61,Voluptates,Calçado,Laranja,Fugit provident molestias officiis.,40,81.63,14.99,85,17,408198.82,2015-07
13922,3,364,567,51,20,538.79,2014-06-21 08:52:31,Física,Vera Pinto-Oliveira,55,F,Peniche,Física,617.57,Illo,Roupas,Rosa,Distinctio voluptate amet assumenda esse optio.,M,54.87,36.65,320,28,699247.11,2014-06
13923,5,81,531,6,92,575.22,2020-10-30 10:54:28,Online,Iara Pinto,52,F,Redondo,Física,947.75,Ad,Calçado,Rosa,Rem dolorum quidem.,38,56.58,17.05,251,29,639673.43,2020-10
13924,4,534,698,433,6,127.1,2015-10-19 16:51:14,Física,Gil Valente,22,F,Loulé,Física,831.72,Quia,Roupas,Roxo,Doloribus repellat blanditiis excepturi.,M,38.36,28.99,107,23,433082.54000000004,2015-10
13925,4,269,678,84,35,920.2,2021-04-01 19:43:47,Online,Ricardo Correia-Macedo,44,F,Funchal,Online,268.01,Hic,Roupas,Vermelho,Libero quo doloribus dicta et hic eos.,L,75.91,37.48,244,24,757870.67,2021-04
13926,1,754,586,393,54,511.36,2017-01-04 15:37:02,Física,David Santos-Cardoso,65,F,Vila Nova de Poiares,Física,481.49,Accusantium,Roupas,Vermelho,Ipsa amet magnam et quas amet magni consequatur.,XS,59.26,13.17,81,19,589473.37,2017-01
13927,5,402,427,57,81,15.22,2015-10-17 14:00:34,Online,Luna Barbosa,63,M,Celorico de Basto,Física,714.29,Illum,Roupas,Cinzento,Atque temporibus unde doloribus saepe praesentium corporis.,S,42.23,22.64,33,20,424020.31999999995,2015-10
13928,3,612,67,139,26,515.3,2022-08-11 22:27:59,Física,Petra do Pinto,41,M,Lajes do Pico,Online,583.32,Eum,Roupas,Rosa,A quasi at iste vero.,XS,28.8,47.85,21,30,714643.39,2022-08
13929,5,323,320,222,99,944.61,2020-05-11 02:45:31,Online,Larissa-Júlia Anjos,28,M,Azambuja,Física,713.4,Et,Roupas,Roxo,Deserunt quidem perferendis deleniti sapiente quia neque.,L,46.67,31.97,55,17,282457.74,2020-05
13930,4,681,953,318,54,394.73,2017-01-07 19:17:37,Física,Alexandra Lourenço,48,M,Santiago do Cacém,Online,418.18,Ut,Calçado,Roxo,Excepturi similique omnis vel repellat porro.,40,68.15,38.16,30,20,386049.13,2017-01
13931,4,759,192,232,37,177.62,2014-11-24 20:59:52,Física,Marcos Almeida,70,F,Espinho,Física,770.08,Commodi,Calçado,Verde,Id optio laboriosam.,44,63.17,36.12,13,25,574131.51,2014-11
13932,3,222,985,467,69,729.41,2018-06-25 01:31:30,Física,Mário Loureiro,70,F,Portimão,Online,759.91,Maxime,Calçado,Branco,Eos eum dolorum dolores.,35,32.67,11.56,49,29,748453.27,2018-06
13933,5,504,768,204,10,357.31,2019-12-18 09:15:31,Física,Margarida-Carminho Assunção,35,F,Ferreira do Alentejo,Online,510.97,Sunt,Roupas,Rosa,Veritatis nobis expedita eum non.,XL,51.45,21.07,98,18,499575.73,2019-12
13934,3,77,639,198,67,725.02,2023-01-04 08:16:57,Online,Patrícia-Carlota Freitas,25,F,Azambuja,Física,558.35,Aliquam,Roupas,Cinzento,Culpa voluptatum neque cumque ipsa.,M,57.05,28.77,651,18,447407.38999999996,2023-01
13935,5,503,591,2,46,621.4,2017-07-15 23:11:06,Física,Lara Vicente,70,F,São Brás de Alportel,Física,243.34,Delectus,Roupas,Verde,Ratione laudantium repudiandae quasi.,S,89.45,22.98,255,27,543019.78,2017-07
13936,4,341,771,472,68,906.69,2014-01-09 05:11:18,Online,Camila Pires-Guerreiro,22,F,Vila Franca do Campo,Física,198.1,Suscipit,Roupas,Vermelho,Nobis adipisci non.,XXL,84.84,26.49,112,21,584548.51,2014-01
13937,2,184,766,425,23,533.8,2016-10-07 22:13:10,Online,Isabela-Salomé Miranda,47,M,Santo Tirso,Online,345.85,Id,Roupas,Laranja,Minus odit labore dignissimos.,S,93.61,21.29,351,21,655905.48,2016-10
13938,5,163,829,493,65,471.72,2024-06-05 06:55:14,Online,Luna Barros,38,M,Vieira do Minho,Física,602.2,Voluptatibus,Roupas,Cinzento,Omnis aliquam placeat consequatur optio eaque perspiciatis.,M,83.27,19.28,47,25,764213.0,2024-06
13939,2,181,776,234,18,858.64,2016-12-23 23:05:47,Física,Filipe Sá,61,M,Angra do Heroísmo,Física,496.29,Explicabo,Calçado,Azul,Perferendis aliquid culpa ratione ad.,45,49.34,49.7,213,14,298043.88,2016-12
13940,1,272,92,402,75,482.18,2021-02-28 07:42:55,Online,Débora Silva,65,M,Faro,Física,222.93,Molestiae,Roupas,Azul,Laborum nulla asperiores asperiores.,S,51.72,40.31,20,36,861200.31,2021-02
13941,3,596,628,233,73,936.91,2016-11-18 08:02:55,Online,Gustavo Neves,54,M,Santa Cruz da Graciosa,Online,775.06,Autem,Roupas,Cinzento,Quam quos esse hic quaerat nam corporis dolore.,XL,86.51,48.65,121,20,550162.27,2016-11
13942,2,607,546,123,20,325.86,2016-08-08 06:20:16,Online,Álvaro Cruz,64,F,Olhão,Online,579.97,Distinctio,Roupas,Branco,Cumque provident at.,L,36.67,39.86,46,18,442551.19,2016-08
13943,5,28,241,273,68,863.11,2017-12-16 11:46:50,Online,Caetana Pinho,20,M,Cadaval,Online,732.47,Dicta,Roupas,Rosa,Fuga enim quis praesentium nemo corrupti recusandae necessitatibus.,L,56.35,18.1,124,24,715451.54,2017-12
13944,4,828,457,119,10,69.81,2019-09-11 09:10:38,Online,Lúcia Lourenço,65,M,Viseu,Física,270.03,Iste,Roupas,Amarelo,Saepe sint accusamus.,XXL,91.64,40.63,10,20,602327.4099999999,2019-09
13945,5,583,956,216,8,639.47,2018-04-08 05:45:31,Online,Leonardo Azevedo,24,F,Alvito,Online,807.07,Exercitationem,Calçado,Vermelho,Eos nihil rem quod minima nobis eaque.,44,75.98,28.53,163,25,884475.9,2018-04
13946,3,768,480,420,6,122.07,2020-12-08 02:00:53,Online,Noah Cruz,65,F,Montalegre,Física,742.22,Quo,Calçado,Cinzento,Ut voluptatibus a aliquam quaerat nulla maxime maiores.,36,24.74,30.48,21,20,591890.82,2020-12
13947,5,949,206,159,56,445.28,2022-03-27 08:17:20,Online,Helena Campos,48,M,Batalha,Física,250.1,Amet,Calçado,Roxo,Sunt eligendi aspernatur autem optio officia.,39,23.02,24.53,277,19,381831.4,2022-03
13948,1,344,601,495,97,421.58,2015-06-19 02:30:51,Online,Adriana-Daniela Monteiro,30,M,Lisboa,Física,789.44,Excepturi,Roupas,Rosa,Maiores consectetur alias reiciendis tenetur aperiam.,XL,92.4,11.75,61,14,462834.76,2015-06
13949,2,934,181,294,26,686.31,2023-04-29 23:09:25,Física,Daniel Gomes,48,M,Lourinhã,Física,901.88,Cumque,Calçado,Laranja,Animi dolorum odit.,41,49.15,20.53,128,17,429101.64,2023-04
13950,1,848,976,413,39,995.95,2018-10-24 10:32:50,Física,Eduarda Cunha,44,M,Alenquer,Física,176.15,Tempore,Roupas,Branco,Modi culpa totam sint incidunt ex.,L,60.49,20.16,75,16,311002.27,2018-10
13951,1,790,200,377,48,339.96,2016-01-08 07:04:42,Online,Benedita Amaral,24,F,Seia,Física,294.78,Temporibus,Calçado,Rosa,Sint nobis deserunt earum.,36,45.39,35.68,127,30,814095.74,2016-01
13952,1,433,3,457,99,714.81,2020-08-23 21:21:05,Física,Matilde Baptista-Monteiro,42,M,Velas,Física,722.39,Ad,Calçado,Azul,Esse adipisci maxime.,40,77.65,30.86,254,14,507333.18,2020-08
13953,3,510,807,343,88,245.55,2023-05-30 22:52:11,Online,Gil Garcia,53,F,Vila Real,Física,163.42,Necessitatibus,Calçado,Azul,Perferendis neque nulla.,45,22.64,34.17,58,19,418054.20999999996,2023-05
13954,4,868,133,3,72,618.48,2021-09-30 08:24:20,Física,Letícia Tavares,49,F,Sabugal,Online,292.18,Nesciunt,Calçado,Amarelo,Quae placeat laudantium corporis.,44,76.19,15.97,5,17,408663.76,2021-09
13955,3,290,192,282,3,167.77,2021-10-08 12:36:43,Online,Marcos Almeida,70,F,Espinho,Física,770.08,Iure,Roupas,Verde,Eaque doloremque sed minima architecto amet.,XL,57.5,41.8,13,25,574131.51,2021-10
13956,3,938,863,463,86,993.23,2015-07-25 17:04:46,Física,Eduardo Matos,67,F,Alcoutim,Física,185.39,Pariatur,Roupas,Vermelho,Hic doloribus cupiditate deserunt dicta.,M,99.92,37.69,191,19,542732.38,2015-07
13957,3,611,158,153,63,501.08,2017-03-24 23:19:59,Online,Denis Freitas,37,F,Oliveira de Azeméis,Física,647.39,Inventore,Roupas,Roxo,Nihil fuga error necessitatibus corrupti excepturi.,S,40.11,46.11,282,20,438409.08,2017-03
13958,2,533,341,33,97,463.15,2023-11-15 10:28:55,Online,Henrique Vicente,52,F,Marinha Grande,Física,197.87,Tempore,Calçado,Amarelo,Enim accusantium nam omnis placeat iste.,41,34.0,46.85,241,25,674955.62,2023-11
13959,2,393,748,439,93,281.55,2016-04-22 15:07:45,Física,Bárbara Machado,68,F,Trofa,Física,627.33,Nostrum,Calçado,Vermelho,Temporibus veritatis fuga provident reprehenderit molestiae.,41,24.54,35.17,4,23,677948.93,2016-04
13960,3,62,882,97,90,344.34,2015-05-07 21:57:33,Online,Raquel Alves,64,F,Vieira do Minho,Online,118.07,Laudantium,Roupas,Preto,Esse mollitia distinctio hic.,XL,65.97,46.61,152,24,546069.01,2015-05
13961,4,431,595,456,73,641.7,2020-11-23 07:51:46,Online,Kevin Garcia,64,M,Beja,Física,580.32,Nemo,Roupas,Rosa,Quia iure magni ipsum ullam nemo.,M,36.05,30.07,327,16,582724.59,2020-11
13962,4,385,335,278,8,505.35,2019-01-30 20:00:06,Online,Leonardo Macedo,33,F,Castro Marim,Física,298.7,Mollitia,Roupas,Amarelo,Fugit ex nulla odit.,XL,21.66,44.22,222,21,648439.94,2019-01
13963,3,188,965,365,33,769.23,2020-03-28 14:49:18,Física,Bryan Faria,53,F,Oliveira do Hospital,Online,122.1,Totam,Calçado,Verde,Cum aspernatur quod neque fuga accusantium.,39,67.73,26.26,5,26,892540.61,2020-03
13964,2,216,285,352,72,396.48,2018-10-30 08:26:04,Online,Naiara-Sara Marques,23,F,Lagoa,Física,166.71,Deleniti,Calçado,Rosa,A eum culpa incidunt.,40,43.96,34.4,87,30,992256.04,2018-10
13965,1,623,470,312,11,934.28,2024-08-25 15:34:22,Física,Victória Sá,45,F,Santa Cruz da Graciosa,Física,641.75,Sapiente,Calçado,Roxo,Quod excepturi voluptatem explicabo reprehenderit cumque pariatur.,42,69.68,24.23,129,21,600596.3200000001,2024-08
13966,1,614,369,487,54,690.51,2016-03-28 12:18:05,Física,Lorena Matias-Leite,57,M,Santa Cruz das Flores,Online,297.16,Fugiat,Roupas,Preto,Animi recusandae libero nemo incidunt occaecati vel.,XS,20.73,33.46,390,25,422298.43,2016-03
13967,1,276,856,474,76,100.97,2021-10-31 15:17:28,Online,Brian Melo,46,M,Loulé,Online,730.45,Nihil,Roupas,Cinzento,Unde ad asperiores possimus voluptates.,XS,93.04,35.0,159,19,487012.83999999997,2021-10
13968,2,142,520,56,46,197.87,2016-11-02 14:15:04,Online,Kelly-Alice Monteiro,20,F,Mértola,Física,981.85,Placeat,Roupas,Rosa,Dolores suscipit quos eligendi dolore neque repellendus.,M,84.08,30.74,305,14,547810.62,2016-11
13969,1,647,66,91,23,820.39,2014-07-03 03:16:22,Online,Beatriz da Campos,56,M,Lourinhã,Física,806.89,Repellendus,Calçado,Branco,Quod voluptatem ducimus officiis expedita unde suscipit.,43,34.96,44.02,321,19,607800.1699999999,2014-07
13970,4,82,708,259,36,114.56,2022-06-27 20:21:07,Física,Ema Paiva,65,M,Vieira do Minho,Física,587.83,Labore,Calçado,Verde,Enim nam maiores facilis accusantium.,43,59.54,14.39,448,23,609949.13,2022-06
13971,1,332,476,467,99,155.66,2020-10-08 16:56:22,Online,Bruna da Andrade,59,M,Sobral de Monte Agraço,Física,199.44,Optio,Roupas,Amarelo,Ex cum nam sed quaerat incidunt inventore.,S,92.61,16.33,149,22,723525.9299999999,2020-10
13972,4,747,894,257,92,402.61,2021-12-31 09:45:47,Física,Lorena Baptista,66,M,Odivelas,Online,678.49,Quis,Calçado,Laranja,Reprehenderit pariatur rem eum dicta ut perspiciatis.,39,58.81,29.41,135,30,772813.88,2021-12
13973,2,932,870,344,32,515.26,2019-03-23 15:04:14,Online,Sandro Melo-Gomes,51,F,Aljustrel,Física,674.22,Accusamus,Calçado,Azul,Commodi quibusdam odio ipsam.,43,64.05,17.02,209,24,408254.18,2019-03
13974,1,300,394,182,73,855.12,2022-07-11 00:37:36,Física,Renato Mota,70,F,Chamusca,Online,197.93,Itaque,Roupas,Roxo,Animi neque velit totam.,M,58.35,21.64,493,15,435151.74,2022-07
13975,5,866,255,87,3,148.52,2022-05-18 11:26:27,Online,Márcio Esteves,69,M,Gondomar,Física,504.59,Est,Calçado,Branco,Voluptatibus excepturi magnam minus aspernatur corporis facilis.,43,29.99,37.57,17,22,563164.08,2022-05
13976,1,870,517,479,69,43.48,2024-02-03 17:52:32,Online,Luana Fonseca,24,F,Almada,Física,164.0,Animi,Calçado,Preto,Beatae velit repellat voluptate.,40,89.66,49.0,48,24,380744.52999999997,2024-02
13977,2,296,656,329,20,480.48,2021-02-22 22:31:56,Online,Amélia Gonçalves,48,F,Santiago do Cacém,Física,494.17,Corporis,Roupas,Amarelo,Doloribus modi blanditiis debitis ipsam suscipit.,L,60.52,42.34,34,20,427863.58,2021-02
13978,5,870,477,183,87,48.42,2017-12-28 17:00:50,Online,Luísa Pereira,21,F,Olhão,Física,597.6,Animi,Calçado,Preto,Beatae velit repellat voluptate.,40,89.66,49.0,1,24,669719.81,2017-12
13979,2,699,863,247,85,880.91,2019-09-02 01:41:35,Física,Eduardo Matos,67,F,Alcoutim,Física,185.39,Rem,Roupas,Cinzento,Perferendis perferendis quae ipsam pariatur ipsum exercitationem.,XL,42.96,38.01,191,19,542732.38,2019-09
13980,3,553,676,168,64,544.22,2018-07-18 05:53:40,Física,Wilson Rocha,43,M,Moura,Online,787.17,Omnis,Calçado,Verde,Corrupti hic rem eveniet nemo odit.,42,57.78,11.0,264,29,852439.0599999999,2018-07
13981,4,661,159,119,48,432.4,2016-06-21 16:42:57,Física,Cristiano Barros,31,F,Oliveira do Hospital,Física,810.8,Beatae,Roupas,Roxo,Laboriosam vel aut nihil exercitationem molestias.,XS,26.44,26.93,116,16,351197.08999999997,2016-06
13982,4,759,408,70,64,382.18,2014-12-04 16:37:11,Online,Daniela Castro,40,F,Mora,Online,777.73,Commodi,Calçado,Verde,Id optio laboriosam.,44,63.17,36.12,90,24,653568.3,2014-12
13983,2,26,173,19,54,358.24,2021-09-22 10:58:39,Online,Marco da Vaz,56,M,Angra do Heroísmo,Física,559.63,Repudiandae,Calçado,Branco,Quae ad neque at nobis expedita.,40,89.67,16.57,175,20,477129.39,2021-09
13984,4,361,800,495,38,685.99,2017-08-30 22:43:35,Física,Noah Amaral,43,F,Lagos,Online,699.07,Animi,Calçado,Cinzento,Voluptate delectus architecto aspernatur velit repudiandae esse.,40,52.99,25.1,133,26,528303.67,2017-08
13985,3,650,733,148,43,915.84,2015-06-08 19:08:25,Física,Lia Fernandes,46,M,Velas,Online,734.45,Adipisci,Calçado,Roxo,Expedita pariatur consequuntur illum tempore.,36,38.02,10.47,278,18,448993.87,2015-06
13986,5,366,951,28,1,168.01,2024-09-29 18:33:32,Física,Bárbara-Lia Sá,40,M,Amarante,Online,226.95,Maiores,Calçado,Cinzento,Repellat ullam nam.,35,82.78,18.19,93,22,475327.27999999997,2024-09
13987,4,442,331,139,77,714.54,2022-01-17 23:47:02,Online,Gaspar Pires,23,F,Vila Nova de Cerveira,Online,412.7,Delectus,Roupas,Amarelo,Laudantium fugiat veniam.,S,68.73,18.96,97,27,658354.45,2022-01
13988,2,613,997,169,27,506.86,2016-01-18 08:56:55,Física,Lúcia Vicente-Matias,58,F,Ansião,Online,228.67,Hic,Roupas,Azul,Magni aspernatur eaque ad dicta voluptatem.,XL,95.33,43.03,105,29,665173.1699999999,2016-01
